"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN014_RS...Taxa.de.cobertura.do.serviço.de.coleta.domiciliar.direta..porta.a.porta..da.população.urbana.do.município....","IN015_RS...Taxa.de.cobertura.do.serviço.de.coleta.de.rdo.em.relação.à.população.total.do.município....","IN016_RS...Taxa.de.cobertura.do.serviço.de.coleta.de.rdo.em.relação.à.população.urbana....","IN017_RS...Taxa.de.terceirização.do.serviço.de.coleta.de..rdo...rpu..em.relação.à.quantidade.coletada....","IN018_RS...Produtividade.média.dos.empregados.na.coleta..coletadores...motoristas..na.coleta..rdo...rpu..em.relação.à.massa.coletada..Kg.empreg.dia.","IN019_RS...Taxa.de.empregados..coletadores...motoristas..na.coleta..rdo...rpu..em.relação.à.população.urbana..empreg.1000.hab.","IN021_RS...Massa.coletada..rdo...rpu..per.capita.em.relação.à.população.urbana..Kg.hab.dia.","IN022_RS...Massa..rdo..coletada.per.capita.em.relação.à.população.atendida.com.serviço.de.coleta..Kg.hab.dia.","IN023_RS...Custo.unitário.médio.do.serviço.de.coleta..rdo...rpu...R..t.","IN024_RS...Incidência.do.custo.do.serviço.de.coleta..rdo...rpu..no.custo.total.do.manejo.de.rsu....","IN025_RS...Incidência.de..coletadores...motoristas..na.quantidade.total.de.empregados.no.manejo.de.rsu....","IN027_RS...Taxa.da.quantidade.total.coletada.de.resíduos.públicos..rpu..em.relação.à.quantidade.total.coletada.de.resíduos.sólidos.domésticos..rdo.....","IN028_RS...Massa.de.resíduos.domiciliares.e.públicos..rdo.rpu..coletada.per.capita.em.relação.à.população.total.atendida.pelo.serviço.de.coleta..Kg.habitante.dia."
292500,"Planalto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29250040] Prefeitura Municipal de Planalto - PMP","Água; Res Sólidos",100,78.85,100,90.91,2510.27,0.87,1.86,1.17,142.91,63.59,14.14,22.22,1.44
292510,"Poções","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292525,"Ponto Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292540,"Potiraguá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29254040] Prefeitura Municipal de Potiraguá - PMP","Água; Res Sólidos",100,100,100,0,177.49,1.49,0.23,0.08,234.58,33.33,33.33,92.31,0.15
292560,"Presidente Dutra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29256040] Prefeitura Municipal de Presidente Dutra - PMPDBA","Água; Res Sólidos",100,84.96,100,0,366.88,1.24,0.39,NA,NA,NA,20,NA,0.3
292570,"Presidente Jânio Quadros","BA",2015,"[29257011] Prefeitura Municipal de Presidente Jânio Quadros - PMPJQ; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29257040] PRESIDENTE JÂNIO QUADROS PREFEITURA - PMPJQ","Esgoto; Água; Res Sólidos",29.86,33.37,78.48,10.37,552.08,1.23,0.65,0.39,91.67,13.89,13.89,52.53,0.6
292580,"Queimadas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292590,"Quijingue","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29259040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA. DESENVOLVIMENTO URBANO E TRANSPORTES - SEINFRA","Água; Res Sólidos",74.5,52.35,89.41,0,719.33,2.98,1.84,0.55,NA,NA,23.26,49.95,0.82
292593,"Quixabeira","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292595,"Rafael Jambeiro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292600,"Remanso","BA",2015,"[29260011] Serviço Autônomo de Água e Esgoto - SAAE; [29260040] PREFEITURA MUNICIPAL DE REMANSO - PMR","Água e Esgoto; Res Sólidos",100,60.25,100,100,930.22,1.49,1.19,NA,NA,NA,39.18,NA,1.19
292610,"Retirolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292630,"Riachão do Jacuípe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29263040] Prefeitura Municipal de Riachão do Jacuipe - PMRJ","Água e Esgoto; Res Sólidos",80.2,64.97,84.92,0.04,1966.09,1.23,2.07,1.73,37.35,71.82,59.09,10.34,1.91
292640,"Riacho de Santana","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292650,"Ribeira do Amparo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292660,"Ribeira do Pombal","BA",2015,"[29266011] Prefeitura Municipal de Ribeira do Pombal - PMRP; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29266040] Prefeitura Municipal de Ribeira do Pombal - PMRP","Esgoto; Água; Res Sólidos",59.38,73.69,86.65,0,353.37,1.02,0.31,NA,83.19,67.46,18.23,NA,0.26
292665,"Ribeirão do Largo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292670,"Rio de Contas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292680,"Rio do Antônio","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292690,"Rio do Pires","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29269040] Prefeitura Muinicipal de Rio do Pires - PMRP","Água; Res Sólidos",43.07,48,91.76,0,NA,NA,0.76,NA,NA,NA,NA,NA,0.7
292710,"Rodelas","BA",2015,"[29271011] Prefeitura Municipal de Rodelas - PMR; [29271040] SECRETARIA DE OBRAS E INFRAESTRUTURA - SECINFRA","Água e Esgoto; Res Sólidos",100,90.02,100,0,527.16,2.68,1.21,NA,96,57.14,57.14,NA,1.13
292720,"Ruy Barbosa","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292750,"Santa Bárbara","BA",2015,"[29275011] Prefeitura Municipal de Santa Bárbara - PMSB; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29275040] Prefeitura Municipal de Santa Barbara - Ba","Esgoto; Água; Res Sólidos",100,45.47,100,3.26,807.6,1.91,1.34,NA,62.66,35.55,38.3,NA,1.34
292760,"Santa Brígida","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29276040] PREFEITUTA MUNICIPAL DE SANTA BRIGIDA - PMSB","Água e Esgoto; Res Sólidos",61.66,98.79,98.6,0,1599.17,1.78,2.44,NA,NA,NA,22.22,NA,0.92
292790,"Santa Inês","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29279040] PREFEITURA MUNICIPAL DE SANTA INES - PMSI","Água e Esgoto; Res Sólidos",100,94.97,100,2.08,1857.83,0.58,0.94,0.86,33.65,11.78,8.57,5.27,0.9
292800,"Santaluz","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292820,"Santana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292830,"Santanópolis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292850,"Santa Teresinha","BA",2015,"[29285011] Prefeitura Municipal de Santa Teresinha - PMST; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292880,"Santo Estêvão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29288040] Secretaria de Obras. Serviços Públicos e Meio Ambiente - SEOBS","Água e Esgoto; Res Sólidos",100,67.23,100,0,NA,NA,2,NA,57.45,44.66,NA,NA,1.72
292895,"São Domingos","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292905,"São Félix do Coribe","BA",2015,"[29290511] Serviço Autônomo de Água e Esgoto - SAAE","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292925,"São Gabriel","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29292540] PREFEITURA MUNICIPAL DE SÃO GABRIEL - PMSG","Água; Res Sólidos",100,56.95,100,21.57,162.94,0.9,0.13,0.1,294.12,100,50,27.5,0.13
292937,"São José do Jacuípe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292970,"Sátiro Dias","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292980,"Saúde","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292990,"Seabra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293000,"Sebastião Laranjeiras","BA",2015,"[29300011] Prefeitura Municipal de Sebastião Laranjeiras - PMSL; [29300040] Prefeitura Municipal de Sebastião Laranjeiras - PMSL","Água; Res Sólidos",99.56,81.64,99.56,0,1437.7,0.44,0.54,NA,278.28,49.84,9.09,NA,0.26
293010,"Senhor do Bonfim","BA",2015,"[29301011] Prefeitura Municipal de Senhor do Bonfim - PMSB; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29301040] Secretaria de Infraestrutura - seinfra","Esgoto; Água e Esgoto; Res Sólidos",90,90,90,93.24,4421.86,0.3,1.15,0.83,71.62,24.72,6.93,18.64,0.98
293015,"Serra do Ramalho","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293020,"Sento Sé","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293030,"Serra Dourada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29303040] Prefeitura Municipal de Serra Dourada - PMSD","Água; Res Sólidos",98.79,55.47,100,100,1150.16,1.97,1.94,1.06,39.4,16.95,15.38,9.09,1.16
293040,"Serra Preta","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29304040] Prefeitura Municipal de Serra Preta - PMSP","Água; Res Sólidos",100,44.94,100,37.5,228.21,2.03,0.64,0.4,274.53,21.74,22.95,60,0.64
293050,"Serrinha","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293060,"Serrolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29306040] PREFEITURA MUNICIPAL DE SERROLANDIA - PMS","Água; Res Sólidos",100,58.97,100,0,150.48,1.27,0.16,NA,NA,NA,12.99,NA,0.16
293075,"Sítio do Mato","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293076,"Sítio do Quinto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293077,"Sobradinho","BA",2015,"[29307711] Empresa Municipal de Serviços de Água e Esgoto - EMSAE; [29307740] Prefeitura Municipal de Sobradinho - SIESP","Água e Esgoto; Res Sólidos",100,100,100,0,2852.4,0.47,1.14,0.87,119.15,69.57,13.33,19.23,1.04
293080,"Souto Soares","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293090,"Tabocas do Brejo Velho","BA",2015,"[29309011] Prefeitura Municipal de Tabocas do Brejo Velho - PMTBV; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293100,"Tanhaçu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293105,"Tanque Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293110,"Tanquinho","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293130,"Tapiramutá","BA",2015,"[29313011] Prefeitura Municipal de Tapiramutá - PMT; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29313040] Secretaria Municipal de Infraestrutura - SMI","Esgoto; Água; Res Sólidos",99.99,88.96,99.99,0,6389.78,0.3,1.63,NA,114.96,60.18,21.05,NA,1.42
293150,"Teofilândia","BA",2015,"[29315011] Prefeitura Municipal de Teofilândia - PMT; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293180,"Tremedal","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293190,"Tucano","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293200,"Uauá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293210,"Ubaíra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29321040] Prefeitura Municipal - UBAÍRA","Água e Esgoto; Res Sólidos",88.96,100,100,100,4536.74,0.43,1.68,0.62,43.65,21.42,10.26,21.37,0.75
293240,"Uibaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29324040] SECRETARIA MUNICIPAL DE OBRAS. TRANSPORTES E SERVIÇOS PÚBLICOS - SMO","Água; Res Sólidos",0,100,100,0,644.5,2.49,1.38,0.54,NA,NA,46.81,56.38,0.84
293245,"Umburanas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293260,"Urandi","BA",2015,"[29326040] Prefeitura Municipal de Urandi - PMU","Res Sólidos",100,89.99,100,99.77,570.29,1.6,0.96,NA,114.42,35.21,25,NA,0.38
293280,"Utinga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29328040] Prefeitura Municipal de Utinga - PMU","Água; Res Sólidos",100,70.49,100,100,7987.22,0.29,1.98,1.39,112.9,78.86,12.5,42.86,1.98
293300,"Valente","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29330040] Prefeitura Municipal de Valente - pmv","Água; Res Sólidos",78.31,82.42,100,0,1234.14,1.37,1.45,NA,42.74,26.33,25,NA,0.97
293305,"Várzea da Roça","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293310,"Várzea do Poço","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29331040] PREFEITURA MUNICIPAL DE VÁRZEA DO POÇO - PMVP","Água; Res Sólidos",95.33,63.72,95.33,98.77,2587.86,0.79,1.77,NA,34.57,50,33.33,NA,1.85
293315,"Várzea Nova","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29331540] Prefeitura Municipal de Várzea Nova - PMVN","Água e Esgoto; Res Sólidos",95.31,96.51,96.45,25,3514.38,0.57,1.87,0.21,43.84,22.56,14.29,500,1.26
293330,"Vitória da Conquista","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29333040] SECRETARIA DE SERVIÇOS PÚBLICOS - SESEP","Água e Esgoto; Res Sólidos",100,92.44,100,97.62,2652.33,0.26,0.66,NA,148.72,51.36,19.29,NA,0.63
293340,"Wagner","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293360,"Xique-Xique","BA",2015,"[29336011] Serviço Autônomo de Água e Esgoto - SAAE; [29336040] PREFEITURA DE XIQUE-XIQUE - PMXX","Água e Esgoto; Res Sólidos",88.42,63.18,88.42,100,NA,NA,0.64,NA,NA,NA,NA,NA,0.73
310100,"Águas Vermelhas","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31010040] Prefeitura Municipal de Águas Vermelhas - PMAV","Água e Esgoto; Res Sólidos",99.46,69.9,99.46,61.62,237.84,2.12,0.43,NA,NA,NA,29.85,NA,0.43
310170,"Almenara","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água e Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310270,"Cachoeira de Pajeú","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31027040] Prefeitura Municipal de Cachoeira de Pajeú - PMCP","Água; Res Sólidos",100,70,100,0,1150.16,1.07,1.05,NA,38.89,29.29,20,NA,0.75
310340,"Araçuaí","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31034040] Secretária Municipal de Desenvolvimento Urbano - SMDU","Água e Esgoto; Água e Esgoto; Res Sólidos",100,88.92,100,0,2034.08,0.62,1.08,NA,42.46,31.47,22.06,NA,0.79
310520,"Bandeira","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31052040] SECRETARIA MUNICIPAL DE OBRAS. SERVIÇOS E TRANSPORTES - SMOST","Água e Esgoto; Res Sólidos",96.15,45.83,96.15,0,955.67,1.67,1.37,NA,119.09,31.62,16,NA,1.43
310650,"Berilo","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31065040] PREFEITURA MUNICIPAL DE B ERILO - PM","Água e Esgoto; Res Sólidos",76.36,68.38,89.08,0,331.47,1.02,0.29,0.1,337.35,22.15,19.05,33.87,0.13
310665,"Berizal","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31066540] Prefeitura Municipal de Berizal - PMB","Água; Res Sólidos",100,79.49,100,0,263.58,1.51,0.34,NA,NA,NA,22.22,NA,0.24
310825,"Bonito de Minas","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311270,"Capitão Enéas","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31127040] PREFEITURA MUNICIPAL - PMCE","Água e Esgoto; Res Sólidos",100,100,100,48.65,NA,NA,1.38,0.6,35.27,27.92,NA,88.01,1.12
311300,"Caraí","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31130040] Prefeitura Municipal Caraí - PMC","Água e Esgoto; Res Sólidos",100,57.64,100,0,1105.7,1.58,1.5,0.54,156.51,69.12,33.33,53.85,0.84
311547,"Catuti","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31154740] Prefeitura Municipal de Catuti - PMC","Água e Esgoto; Res Sólidos",99.97,87.34,99.97,0,146.96,1.66,0.21,NA,NA,NA,26.32,NA,0.14
311610,"Chapada do Norte","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311700,"Comercinho","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31170040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",8.96,47.22,44.79,0,131.45,2.09,0.24,NA,NA,NA,25,NA,0.21
311783,"Cônego Marinho","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31178340] Prefeitura Municipal de Cônego Marinho - PMCM","Água; Res Sólidos",100,72.71,100,0,NA,NA,0.42,NA,NA,NA,NA,NA,0.16
311950,"Coronel Murta","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31195040] Prefeitura Municipal de Coronel Murta - PMCM","Água e Esgoto; Água; Res Sólidos",100,73.41,100,0,NA,NA,0.23,0.1,123,20.75,NA,120.45,0.23
312030,"Cristália","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31203040] Secretária de Meio Ambiente - PMC","Água e Esgoto; Res Sólidos",100,53.01,100,0,NA,NA,1.72,NA,NA,NA,NA,NA,1.72
312087,"Curral de Dentro","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312235,"Divisa Alegre","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312245,"Divisópolis","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31224540] SECRETARIA MUNICIPAL DE LIMPEZA URBANA - MG","Água e Esgoto; Res Sólidos",100,71.35,100,28.15,782.75,0.55,0.51,0.28,36.64,26.64,23.53,84.32,0.51
312430,"Espinosa","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31243040] Prefeitura Municipal - PM","Água; Res Sólidos",96.65,93.31,100,76.92,1339.79,1.66,1.91,NA,71.71,92.1,62,NA,1.19
312560,"Felisburgo","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31256040] PREFEITURA MUNICIPAL DE FELISBURGO - PMF","Água e Esgoto; Res Sólidos",100,73.98,100,4.54,NA,NA,0.36,NA,NA,NA,NA,NA,0.36
312650,"Francisco Badaró","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31265040] Prefeitura Municipal de Francisco Badaró - PMFB","Água; Res Sólidos",94.98,46.59,100,0,1214.06,0.91,0.95,NA,34.21,13.03,6.98,NA,0.64
312670,"Francisco Sá","MG",2015,"[31267011] Serviço Autônomo de Água e Esgoto - SAAE; [31267040] Prefeitura Municipal - PMFcSa","Água e Esgoto; Res Sólidos",100,64.84,100,0,NA,NA,1.15,NA,NA,NA,NA,NA,1.06
312707,"Fruta de Leite","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312733,"Gameleiras","MG",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312780,"Grão Mogol","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31278040] Prefeitura Municipal de Grão Mogol - PMGM","Água e Esgoto; Água; Res Sólidos",100,80.06,100,0,200.26,3.88,0.67,0.19,435.1,59.94,36.07,55.12,0.3
312965,"Ibiracatu","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313065,"Indaiabira","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31306540] secretaria de obras - secretaria de obras","Água e Esgoto; Res Sólidos",99.47,59.79,99.47,0,NA,NA,0.1,NA,288.46,78.95,NA,NA,0.06
313210,"Itacarambi","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31321040] PREFEITURA MUNICIPAL DE ITACARAMBI - PMI","Água e Esgoto; Res Sólidos",100,84.32,100,0,1748.4,0.56,0.84,0.61,46.13,90.06,20.51,26.35,0.77
313330,"Itaobim","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31333040] PREFITURA MUNICÍPAL DE ITATOBIM - pm","Água e Esgoto; Água; Res Sólidos",100,75.13,100,100,2252.4,0.49,0.95,NA,NA,NA,17.39,NA,0.95
313400,"Itinga","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31340040] PREFEITURA MUNICIPAL DE ITINGA - PM ITINGA","Água e Esgoto; Res Sólidos",94.88,66.41,94.88,12.59,1218.32,0.44,0.46,0.19,NA,NA,8.11,65.8,0.31
313470,"Jacinto","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água e Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313505,"Jaíba","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31350540] SECRETARIA MUNICIPAL DE OBRAS - PMJ","Água e Esgoto; Res Sólidos",100,95,100,44.78,892.16,2.72,3.77,1.71,85.23,84.5,57.61,21.82,2.09
313510,"Janaúba","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31351040] PREFEITURA MUNICIPAL - PMJ","Água e Esgoto; Res Sólidos",99.95,94.24,99.95,0.47,NA,NA,1.08,NA,NA,NA,NA,NA,1.04
313520,"Januária","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31352040] Prefeitura Municipal de Januária MG - PMJ","Água e Esgoto; Res Sólidos",85,57.14,85.38,0,1132.82,0.81,0.79,0.64,NA,NA,26.72,36,0.87
