"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN071_AE...Economias.atingidas.por.paralisações..econ.paralis.","IN072_AE...Duração.média.das.paralisações..horas.paralis.","IN073_AE...Economias.atingidas.por.intermitências..econ.interrup.","IN074_AE...Duração.média.das.intermitências..horas.interrup.","IN075_AE...Incidência.das.análises.de.cloro.residual.fora.do.padrão..percentual.","IN076_AE...Incidência.das.análises.de.turbidez.fora.do.padrão..percentual.","IN077_AE...Duração.média.dos.reparos.de.extravasamentos.de.esgotos..horas.extrav.","IN079_AE...Índice.de.conformidade.da.quantidade.de.amostras...cloro.residual..percentual.","IN080_AE...Índice.de.conformidade.da.quantidade.de.amostras...turbidez..percentual.","IN082_AE...Extravasamentos.de.esgotos.por.extensão.de.rede..extrav.Km.","IN083_AE...Duração.média.dos.serviços.executados..hora.serviço.","IN084_AE...Incidência.das.análises.de.coliformes.totais.fora.do.padrão..percentual.","IN085_AE...Índice.de.conformidade.da.quantidade.de.amostras...coliformes.totais..percentual."
292850,"Santa Teresinha","BA",2015,"[29285011] Prefeitura Municipal de Santa Teresinha - PMST; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água",2666,10.18,NA,NA,0.23,0.06,NA,90.19,89.98,0,NA,1.47,94.79
292880,"Santo Estêvão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29288040] Secretaria de Obras. Serviços Públicos e Meio Ambiente - SEOBS","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0.3,2.57,1.28,88.58,90.65,0.97,3,1.33,106.5
292895,"São Domingos","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1026,13.84,NA,NA,1.07,0.09,NA,39.37,37.51,NA,3,6.92,110.17
292905,"São Félix do Coribe","BA",2015,"[29290511] Serviço Autônomo de Água e Esgoto - SAAE","Água",2389,6.5,2389,6.5,0,1.58,NA,102.93,102.93,NA,NA,0,129.35
292925,"São Gabriel","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29292540] PREFEITURA MUNICIPAL DE SÃO GABRIEL - PMSG","Água; Res Sólidos",NA,NA,NA,NA,0,0.17,NA,98.09,98.09,NA,3,1,103.97
292937,"São José do Jacuípe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",834,6.5,NA,NA,0,1.18,NA,109.17,105.83,NA,3,1.15,109.17
292970,"Sátiro Dias","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",754,23.2,523,24,0.29,1.27,NA,204.84,46.75,NA,3,0.74,101.5
292980,"Saúde","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",2588,33.8,NA,NA,1.61,0.4,NA,129.69,129.69,NA,3,0,129.69
292990,"Seabra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",7896,10,NA,NA,0.08,0.19,NA,111.28,107.42,NA,3,0,104.47
293000,"Sebastião Laranjeiras","BA",2015,"[29300011] Prefeitura Municipal de Sebastião Laranjeiras - PMSL; [29300040] Prefeitura Municipal de Sebastião Laranjeiras - PMSL","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,100,100,NA,2.1,0,100
293010,"Senhor do Bonfim","BA",2015,"[29301011] Prefeitura Municipal de Senhor do Bonfim - PMSB; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29301040] Secretaria de Infraestrutura - seinfra","Esgoto; Água e Esgoto; Res Sólidos",23495,6,NA,NA,0.24,0.55,3.99,NA,NA,6.39,2.9,1.02,NA
293015,"Serra do Ramalho","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293020,"Sento Sé","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293030,"Serra Dourada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29303040] Prefeitura Municipal de Serra Dourada - PMSD","Água; Res Sólidos",3656,12.25,NA,NA,0.15,3.9,NA,75.94,67.61,NA,3,0.23,110.65
293040,"Serra Preta","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29304040] Prefeitura Municipal de Serra Preta - PMSP","Água; Res Sólidos",NA,NA,NA,NA,0,7.43,NA,87.57,87.57,NA,3,0,87.57
293050,"Serrinha","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",17065,14.2,NA,NA,0,1.08,7.7,100.28,39.04,48.89,3,1.26,100.28
293060,"Serrolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29306040] PREFEITURA MUNICIPAL DE SERROLANDIA - PMS","Água; Res Sólidos",5840,21.86,NA,NA,0.38,0,NA,107.87,87.78,NA,3,0.38,107.87
293075,"Sítio do Mato","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293076,"Sítio do Quinto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",2226,22,NA,NA,0,1.41,NA,195.94,39.44,NA,3,1.06,98.61
293077,"Sobradinho","BA",2015,"[29307711] Empresa Municipal de Serviços de Água e Esgoto - EMSAE; [29307740] Prefeitura Municipal de Sobradinho - SIESP","Água e Esgoto; Res Sólidos",2307,12,NA,NA,8.33,8.33,0.45,100,100,63.16,0.45,0,100
293080,"Souto Soares","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",35,24,NA,NA,0,0.29,NA,97.09,97.6,NA,3,1.04,114.88
293090,"Tabocas do Brejo Velho","BA",2015,"[29309011] Prefeitura Municipal de Tabocas do Brejo Velho - PMTBV; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água; Água",1813,12.25,NA,NA,0,3.8,NA,74.31,70.37,NA,3.65,0,102.74
293100,"Tanhaçu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,1666,24,0.02,0.47,NA,99.55,69.04,NA,3,0.96,110.13
293105,"Tanque Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",742,7.8,3100,24,0.24,0,NA,126.93,80.97,NA,3,4.29,103.12
293110,"Tanquinho","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",154,10.94,281,24,0.34,2.36,NA,97.06,96.73,NA,3,1.01,97.06
293130,"Tapiramutá","BA",2015,"[29313011] Prefeitura Municipal de Tapiramutá - PMT; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29313040] Secretaria Municipal de Infraestrutura - SMI","Esgoto; Água; Res Sólidos",28,24,123,24,0.31,0.03,NA,99.24,99.05,NA,3,3.4,117.54
293150,"Teofilândia","BA",2015,"[29315011] Prefeitura Municipal de Teofilândia - PMT; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água",NA,NA,NA,NA,0.86,0.34,0.1,126.8,126.58,4.17,NA,2.92,126.8
293180,"Tremedal","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1688,40.33,NA,NA,0,0.07,NA,195.88,79.04,NA,3,0.42,115.05
293190,"Tucano","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,2373,10.5,0.7,0.13,2.61,196.95,76.28,13.59,3,0.31,219.33
293200,"Uauá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",5536,14.25,5664,27,0,1.44,NA,109.68,109.68,NA,3,0.62,109.68
293210,"Ubaíra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29321040] Prefeitura Municipal - UBAÍRA","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0.03,0.75,96,75.15,23.25,0.05,3,0.75,115.23
293240,"Uibaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29324040] SECRETARIA MUNICIPAL DE OBRAS. TRANSPORTES E SERVIÇOS PÚBLICOS - SMO","Água; Res Sólidos",NA,NA,NA,NA,0,0.05,NA,102.21,102.21,NA,3,1.89,142.76
293245,"Umburanas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",273,24,NA,NA,0,0,NA,186.97,186.36,NA,3,0.8,107.26
293260,"Urandi","BA",2015,"[29326040] Prefeitura Municipal de Urandi - PMU","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293280,"Utinga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29328040] Prefeitura Municipal de Utinga - PMU","Água; Res Sólidos",NA,NA,2336,24,0,1.27,NA,108.8,107.78,NA,3,0,96.58
293300,"Valente","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29330040] Prefeitura Municipal de Valente - pmv","Água; Res Sólidos",NA,NA,NA,NA,0.07,0.17,NA,102.98,82.31,NA,3,0.74,99.71
293305,"Várzea da Roça","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",2734,6,NA,NA,0,6.25,NA,103.92,101.96,NA,3,2.83,103.92
293310,"Várzea do Poço","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29331040] PREFEITURA MUNICIPAL DE VÁRZEA DO POÇO - PMVP","Água; Res Sólidos",2700,16.78,NA,NA,2.83,3.28,NA,117.78,67.78,NA,3,0.47,117.78
293315,"Várzea Nova","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29331540] Prefeitura Municipal de Várzea Nova - PMVN","Água e Esgoto; Res Sólidos",867,24,867,24,0,4.73,6.62,338.8,191.21,0.35,3,0,134.11
293330,"Vitória da Conquista","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29333040] SECRETARIA DE SERVIÇOS PÚBLICOS - SESEP","Água e Esgoto; Res Sólidos",18459,22.77,NA,NA,0.73,0.73,89.82,122.26,95.67,0.02,3,1.29,116.38
293340,"Wagner","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,292,21,0,0.05,NA,79.88,77.3,NA,3,0,103.82
293360,"Xique-Xique","BA",2015,"[29336011] Serviço Autônomo de Água e Esgoto - SAAE; [29336040] PREFEITURA DE XIQUE-XIQUE - PMXX","Água e Esgoto; Res Sólidos",749,4,936,5,0,50,NA,100,100,0,6,0,100
310100,"Águas Vermelhas","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31010040] Prefeitura Municipal de Águas Vermelhas - PMAV","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0.07,0.02,9.92,31.46,31.31,0.69,163.18,0.3,130.62
310170,"Almenara","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água e Esgoto; Água",NA,11.7,NA,7,0.06,0.65,17.19,104.29,98.35,19.83,NA,0,78.57
310270,"Cachoeira de Pajeú","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31027040] Prefeitura Municipal de Cachoeira de Pajeú - PMCP","Água; Res Sólidos",NA,7.8,NA,7.5,0,0,NA,64.81,64.81,NA,NA,0,100
310340,"Araçuaí","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31034040] Secretária Municipal de Desenvolvimento Urbano - SMDU","Água e Esgoto; Água e Esgoto; Res Sólidos",NA,8.47,NA,24,0.11,0.52,NA,83.78,76.8,NA,NA,0,99.83
310520,"Bandeira","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31052040] SECRETARIA MUNICIPAL DE OBRAS. SERVIÇOS E TRANSPORTES - SMOST","Água e Esgoto; Res Sólidos",NA,8.05,NA,7.92,0.37,2.19,NA,39.39,39.39,NA,NA,0,66.67
310650,"Berilo","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31065040] PREFEITURA MUNICIPAL DE B ERILO - PM","Água e Esgoto; Res Sólidos",NA,8,NA,40,0,0,NA,155.83,208.55,NA,NA,0,226.82
310665,"Berizal","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31066540] Prefeitura Municipal de Berizal - PMB","Água; Res Sólidos",NA,NA,NA,NA,0.08,0.16,NA,136.33,133.37,NA,113.91,2.11,118.33
310825,"Bonito de Minas","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água",1200,10,NA,NA,0,0,NA,110.12,34.92,NA,239,0,140.83
311270,"Capitão Enéas","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31127040] PREFEITURA MUNICIPAL - PMCE","Água e Esgoto; Res Sólidos",432,7,96,10.4,0,1.29,6.12,107.12,56.4,3.84,78.26,0,105.57
311300,"Caraí","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31130040] Prefeitura Municipal Caraí - PMC","Água e Esgoto; Res Sólidos",NA,8.44,NA,8.5,0.33,0.8,NA,47.67,47.67,NA,NA,0,94.91
311547,"Catuti","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31154740] Prefeitura Municipal de Catuti - PMC","Água e Esgoto; Res Sólidos",950,7,34,12.82,20.58,13.92,1.57,109.39,109.39,0.28,84.46,0,126.67
311610,"Chapada do Norte","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água",NA,6.14,NA,6.4,0,1.09,NA,80.22,80.22,NA,NA,0,62.96
311700,"Comercinho","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31170040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",NA,10.89,NA,8.91,0.49,0,NA,44.99,44.99,NA,NA,0,100
311783,"Cônego Marinho","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31178340] Prefeitura Municipal de Cônego Marinho - PMCM","Água; Res Sólidos",575,9,NA,NA,0,0,NA,109.9,66.19,NA,95.45,0,140
311950,"Coronel Murta","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31195040] Prefeitura Municipal de Coronel Murta - PMCM","Água e Esgoto; Água; Res Sólidos",NA,7.75,NA,NA,0,21.7,5.27,77,76.9,6.33,NA,0,116.83
312030,"Cristália","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31203040] Secretária de Meio Ambiente - PMC","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0,0.08,10.26,81.24,81.27,1.63,144.25,0.66,126.67
312087,"Curral de Dentro","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água",NA,NA,NA,NA,0,0,NA,126.39,126.39,NA,119.68,0.34,118.33
312235,"Divisa Alegre","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água",NA,NA,NA,NA,0,4.67,NA,36.65,36.7,NA,190.19,3.23,103.33
312245,"Divisópolis","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31224540] SECRETARIA MUNICIPAL DE LIMPEZA URBANA - MG","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0,0.08,8.27,64.7,60.87,4.26,177.36,0,100
312430,"Espinosa","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31243040] Prefeitura Municipal - PM","Água; Res Sólidos",NA,NA,NA,NA,67.21,4.82,NA,107.65,107.54,NA,206.11,0,107.7
312560,"Felisburgo","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31256040] PREFEITURA MUNICIPAL DE FELISBURGO - PMF","Água e Esgoto; Res Sólidos",NA,NA,NA,7,0,0,NA,39.11,39.11,NA,NA,0,81.82
312650,"Francisco Badaró","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31265040] Prefeitura Municipal de Francisco Badaró - PMFB","Água; Res Sólidos",NA,8,NA,7.67,0,24.38,NA,134,134,NA,NA,0,86.36
312670,"Francisco Sá","MG",2015,"[31267011] Serviço Autônomo de Água e Esgoto - SAAE; [31267040] Prefeitura Municipal - PMFcSa","Água e Esgoto; Res Sólidos",157,6,157,12,0.09,0,2,96.62,96.05,0.86,0.67,0,93.89
312707,"Fruta de Leite","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água",NA,8,NA,22,0,4.25,NA,141.33,141.33,NA,NA,0,78.67
312733,"Gameleiras","MG",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312780,"Grão Mogol","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31278040] Prefeitura Municipal de Grão Mogol - PMGM","Água e Esgoto; Água; Res Sólidos",NA,8,NA,24,0.05,1.54,7.92,68.28,68.09,14.97,NA,0,107.07
312965,"Ibiracatu","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água",250,26,30,24,0,0.3,NA,105.06,43.26,NA,146.58,0,132
313065,"Indaiabira","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31306540] secretaria de obras - secretaria de obras","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0,0,0.25,71.55,71.55,0.12,184.52,1.07,116.67
313210,"Itacarambi","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31321040] PREFEITURA MUNICIPAL DE ITACARAMBI - PMI","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0,0.03,8.59,103.65,103.67,2.31,47.38,0,108.13
313330,"Itaobim","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31333040] PREFITURA MUNICÍPAL DE ITATOBIM - pm","Água e Esgoto; Água; Res Sólidos",NA,10.2,NA,8.58,0.02,0.17,11.52,63.1,59.01,27.58,NA,0,38.36
313400,"Itinga","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31340040] PREFEITURA MUNICIPAL DE ITINGA - PM ITINGA","Água e Esgoto; Res Sólidos",NA,11.36,NA,8.97,0,1.13,NA,18.53,18.53,NA,NA,0,2.17
313470,"Jacinto","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água e Esgoto; Água",NA,9.16,NA,13.62,0.28,0.92,7.78,57.7,54.49,9.08,NA,0,100
313505,"Jaíba","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31350540] SECRETARIA MUNICIPAL DE OBRAS - PMJ","Água e Esgoto; Res Sólidos",6578,10.5,NA,NA,0,2.67,8.48,107.21,107.29,3.84,202.83,0,106.07
313510,"Janaúba","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31351040] PREFEITURA MUNICIPAL - PMJ","Água e Esgoto; Res Sólidos",4445,12.17,NA,NA,0,0.02,9.49,136.96,115.02,2.71,114.01,0,111.31
313520,"Januária","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31352040] Prefeitura Municipal de Januária MG - PMJ","Água e Esgoto; Res Sólidos",1000,8,NA,NA,0.2,2.93,6.91,108.97,109.64,4.6,108.51,0,119.58
313535,"Japonvar","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31353540] Prefeitura Municipal de Japonvar - PMJ","Água; Res Sólidos",1150,9,NA,NA,0,0,NA,161.03,161.03,NA,103.19,0,140
313545,"Jenipapo de Minas","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água e Esgoto",NA,11.25,NA,12,5.73,57.81,NA,101.05,101.05,NA,NA,5.88,100
313580,"Jequitinhonha","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31358040] SECRETARIA MUNICIPAL DE OBRAS.VIAÇÃO E SERVIÇOS URBANOS - SMOVSU","Água e Esgoto; Água; Res Sólidos",NA,14.08,NA,7.33,0,0.44,13.23,71.94,68.69,10.45,NA,0,72.22
313600,"Joaíma","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água e Esgoto; Água",NA,8,NA,8.03,0,0.03,4.66,87.32,83.49,9.17,NA,0,69.92
313650,"Jordânia","MG",2015,"[31365011] Prefeitura Municipal de Jordania - PMJ; [31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31365040] SECRETARIA MUNICIPAL DE OBRA E SERVIÇOS PUBLICOS - SEMOSP","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,4.4,74.45,69.64,4.87,182.05,0,100
313652,"José Gonçalves de Minas","MG",2015,"[31365211] Prefeitura Municipal de José Gonçalves de Minas - PMJGM; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31365240] Secretaria Municipal de Transporte. Obras e Serviços Públicos - SMTOS","Esgoto; Água e Esgoto; Res Sólidos",NA,21.33,NA,72,0,0,NA,NA,NA,NA,NA,0,NA
313657,"Josenópolis","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31365740] Prefeitura Municipal de Josenópolis - MG","Água e Esgoto; Res Sólidos",NA,9,NA,24,0,0,NA,160,160,NA,NA,0,100
313695,"Juvenília","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água e Esgoto",NA,NA,NA,NA,0,0,NA,114.95,114.95,0,70.92,0,141.25
313865,"Lontra","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água e Esgoto",1500,11,NA,NA,0,0,2.8,96.16,96.07,1.51,99.08,0,118.71
313925,"Mamonas","MG",2015,"[31392540] Prefeitura Municipal de Mamonas - PMM","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313930,"Manga","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31393040] Secretaria Municipal de Obras e Serviços Urbanos - SMOS","Água e Esgoto; Res Sólidos",4881,8,NA,NA,0.03,0,2.62,109.7,109.74,0.06,126.76,0,102.63
314055,"Mata Verde","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31405540] Prefeitura Municipal de Mata Verde - PMMV","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,5.16,0.17,5.38,87.6,60.44,36.76,97.97,0,100
314085,"Matias Cardoso","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água",490,14.27,NA,NA,0.09,7.73,NA,100.47,100.19,NA,75.3,0,131.19
314100,"Mato Verde","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água",414,11.69,88,16.98,19.73,13.35,NA,109.11,109.09,NA,95.83,0,109.5
314140,"Medina","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água e Esgoto; Água",NA,8.17,NA,18.67,0.07,8.74,23.99,78.92,70.67,17.97,NA,0,96.22
314225,"Miravânia","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31422540] Prefeitura Municipal de Miravânia - PMM","Água; Res Sólidos",104,12.2,NA,NA,0,0,NA,109.92,66.12,NA,166.35,0,140
314270,"Montalvânia","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31427040] Prefeitura Municipal - PMM","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0,0,5.22,111.19,111.19,2.53,122.52,0,126.57
314290,"Monte Azul","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31429040] SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL MONTE AZUL - SMAS","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0.67,10.42,2.58,109.9,109.82,0.41,238.02,0,108.33
314315,"Monte Formoso","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31431540] Secretaria Municipal de Obras Públicas - SMOP","Água e Esgoto; Res Sólidos",NA,12,NA,8,1.94,0,NA,48.09,48.09,NA,NA,0,66.67
314345,"Montezuma","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31434540] Secretaria Municipal de Obras e Urbanismo - SMOU","Água; Res Sólidos",NA,NA,NA,NA,0.16,2.98,NA,47.74,47.9,NA,239,0,128.33
314465,"Ninheira","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31446540] Prefeitura Municipal de Ninheira - PMN","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,77.4,77.42,NA,207.15,7.53,121.67
314505,"Nova Porteirinha","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31450540] Prefeitura Municipal de Nova Porteirinha - PM","Água e Esgoto; Res Sólidos",1239,14.5,NA,NA,0.01,0,7.26,125.15,125.08,6.62,101.32,0,125.1
314530,"Novo Cruzeiro","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31453040] PREFEITURA MUNICIPAL DE NOVO CRUZEIRO - PMNC","Água e Esgoto; Água e Esgoto; Res Sólidos",NA,11.62,NA,12.9,0.14,14.3,NA,54.93,54.54,NA,NA,0,99.67
314537,"Novorizonte","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água e Esgoto",NA,11.33,NA,16.43,0,0,NA,108.67,108.67,NA,NA,0,83.67
314625,"Padre Carvalho","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água e Esgoto",NA,16.61,NA,8.47,0,0.87,NA,104.55,104.55,NA,NA,0,105.45
314630,"Padre Paraíso","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31463040] Prefeitura Municipal de Padre Paraíso - PMPP","Água; Res Sólidos",700,12.33,NA,NA,0,4.98,NA,104.66,103.68,NA,196,0,101.97
314655,"Pai Pedro","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31465540] PREFEITURA MUNICIPAL DE PAI PEDRO - PMPP","Água; Res Sólidos",349,16.67,NA,NA,0,0,NA,108.68,33.06,NA,174.95,0,136.67
