"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_RS...Taxa.de.empregados.em.relação.à.população.urbana..empreg.1000.hab.","IN002_RS...Despesa.média.por.empregado.alocado.nos.serviços.do.manejo.de.rsu..R..empreg.","IN003_RS...Incidência.das.despesas.com.o.manejo.de.rsu.nas.despesas.correntes.da.prefeitura....","IN004_RS...Incidência.das.despesas.com.empresas.contratadas.para.execução.de.serviços.de.manejo.rsu.nas.despesas.com.manejo.de.rsu....","IN005_RS...Auto.suficiência.financeira.da.prefeitura.com.o.manejo.de.rsu....","IN006_RS...Despesa.per.capita.com.manejo.de.rsu.em.relação.à.população.urbana..R..hab.","IN007_RS...Incidência.de.empregados.próprios.no.total.de.empregados.no.manejo.de.rsu....","IN008_RS...Incidência.de.empregados.de.empresas.contratadas.no.total.de.empregados.no.manejo.de.rsu....","IN010_RS...Incidência.de.empregados.gerenciais.e.administrativos.no.total.de.empregados.no.manejo.de.rsu....","IN011_RS...Receita.arrecadada.per.capita.com.taxas.ou.outras.formas.de.cobrança.pela.prestação.de.serviços.de.manejo.rsu..R..habitante.ano.","IN029_AE...Índice.de.evasão.de.receitas..percentual.","IN030_AE...Margem.da.despesa.de.exploração..percentual.","IN031_AE...Margem.da.despesa.com.pessoal.próprio..percentual.","IN032_AE...Margem.da.despesa.com.pessoal.total..equivalente...percentual.","IN033_AE...Margem.do.serviço.da.divida..percentual.","IN034_AE...Margem.das.outras.despesas.de.exploração..percentual.","IN035_AE...Participação.da.despesa.com.pessoal.próprio.nas.despesas.de.exploração..percentual.","IN036_AE...Participação.da.despesa.com.pessoal.total..equivalente..nas.despesas.de.exploração..percentual.","IN037_AE...Participação.da.despesa.com.energia.elétrica.nas.despesas.de.exploração..percentual.","IN038_AE...Participação.da.despesa.com.produtos.químicos.nas.despesas.de.exploração..DEX...percentual.","IN039_AE...Participação.das.outras.despesas.nas.despesas.de.exploração..percentual.","IN040_AE...Participação.da.receita.operacional.direta.de.água.na.receita.operacional.total..percentual.","IN041_AE...Participação.da.receita.operacional.direta.de.esgoto.na.receita.operacional.total..percentual.","IN042_AE...Participação.da.receita.operacional.indireta.na.receita.operacional.total..percentual.","IN045_AE...Índice.de.produtividade..empregados.próprios.por.1000.ligações.de.água..empreg.mil.lig.","IN048_AE...Índice.de.produtividade..empregados.próprios.por.1000.ligações.de.água...esgoto..empreg.mil.lig.","IN054_AE...Dias.de.faturamento.comprometidos.com.contas.a.receber..dias.","IN060_AE...Índice.de.despesas.por.consumo.de.energia.elétrica.nos.sistemas.de.água.e.esgotos..R..kWh.","IN101_AE...Índice.de.suficiência.de.caixa..percentual.","IN102_AE...Índice.de.produtividade.de.pessoal.total..equivalente...ligações.empregados."
291800,"Jequié","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,60.18,20.16,42.76,3.02,3.45,33.51,71.06,4.37,2.58,5.74,57.7,38.14,4.15,1.5,0.78,56,0.32,159.45,600.73
291810,"Jeremoabo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29181040] SECRETARIA DO MEIO AMBIENTE E SUSTENTABILIDADE - SEMMAS","Água; Res Sólidos",NA,NA,5.12,83.62,NA,184.86,NA,NA,NA,NA,1.83,135.5,52.6,106.26,4.97,8.31,38.82,78.42,6.68,0.46,6.13,96.51,NA,3.49,1.52,1.52,33,0.29,69.48,325.67
291835,"João Dourado","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29183540] Prefeitura Municipal de João Dourado - PMJD","Água; Res Sólidos",4.76,20715.59,3.8,33.24,NA,98.59,87.5,12.5,6.94,NA,1.82,108.1,29.72,56.96,3.48,4.66,27.5,52.7,29.98,2.73,4.31,95.72,NA,4.28,1.16,1.16,29,0.27,89.29,447.97
291840,"Juazeiro","BA",2015,"[29184011] Serviço Autônomo de Água e Esgoto de Juazeiro - SAAE","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,113.54,37.19,92.33,0,0,32.76,81.32,11.99,3.38,0,63.79,22.14,14.07,6.3,3.66,39,NA,102.5,110.09
291850,"Jussara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,130.51,30.83,73.62,3.92,4.83,23.63,56.41,28.27,2.77,3.7,93.67,NA,6.33,1.02,1.02,26,0.27,75.28,411.26
291860,"Jussiape","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29186040] Secretaria Municipal de Administração - SMA","Água; Res Sólidos",7.24,22112.23,2.39,0,NA,160.12,100,0,10,NA,9.06,78.12,18.19,55.11,2.93,3.72,23.29,70.54,9.34,2.96,4.77,97.29,NA,2.71,0.71,0.71,40,0.3,111.5,463.9
291870,"Lafaiete Coutinho","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29187040] Prefeitura Municipal de Lafaiete Coutinho - PMLC","Água; Res Sólidos",12.45,10968.7,2.67,0,NA,136.6,100,0,3.7,NA,10.81,186.89,32.03,103.35,3.91,6.62,17.14,55.3,33.93,1.86,3.54,93.46,NA,6.54,1.06,1.06,55,0.32,49.05,291.62
291875,"Lagoa Real","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,102.13,38.75,80.66,2.78,7.62,37.94,78.98,3.12,0.73,7.46,95.14,NA,4.86,1.72,1.72,26,0.36,95.75,278.98
291900,"Lajedinho","BA",2015,"[29190011] Prefeitura Municipal de Lajedinho - PML; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29190040] PREFEITURA MUNICIPAL DE LAJEDINHO - PML","Esgoto; Água; Res Sólidos",11.14,35717,4.17,100,NA,397.8,0,100,NA,NA,-6.58,229.03,51.45,139.95,5.48,13.43,22.46,61.11,25.9,2.31,5.86,91.94,0,8.06,2.41,1.8,77,0.32,48.26,203.93
291905,"Lajedo do Tabocal","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.19,157.19,32.72,96.97,4.62,8.21,20.82,61.69,22.38,4.4,5.22,95.67,NA,4.33,0.98,0.98,49,0.23,67.31,343.97
291910,"Lamarão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.51,161.61,76.2,109.2,4.88,7.45,47.15,67.57,20.19,0.65,4.61,83.74,NA,16.26,1.96,1.96,80,0.87,82.66,356.68
291915,"Lapão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,116.9,31.09,64.69,3.58,4.6,26.59,55.33,28.69,2.55,3.94,96.61,NA,3.39,1.05,1.05,24,0.27,81.91,455.54
291930,"Lençóis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29193040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SEMMA","Água e Esgoto; Res Sólidos",3.49,NA,7.97,NA,NA,NA,6.45,93.55,16.13,NA,0.3,89.09,33.75,69,2.79,5.51,37.88,77.45,2.42,2.83,6.18,62.2,33.07,4.73,2.76,1.7,31,0.29,110.73,287.2
291940,"Licínio de Almeida","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29194040] prefeitura municipal - pmla","Água; Res Sólidos",NA,NA,0.56,93.7,NA,58.81,NA,NA,NA,NA,8.57,226.78,97.47,167.96,4.89,39.01,42.98,74.06,2.87,0.92,17.2,86.1,NA,13.9,2.02,2.02,52,0.33,44.87,287.93
291950,"Livramento de Nossa Senhora","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,55.62,17.97,38.28,2.91,3.36,32.31,68.82,5.05,2.41,6.03,95.64,NA,4.36,0.69,0.69,34,0.38,166.71,681.49
291960,"Macajuba","BA",2015,"[29196011] Prefeitura Municipal de Macajuba - PMM; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29196040] PREFEITURA MUNICIPAL DE MACAJUBA - PMM","Esgoto; Água; Res Sólidos",7.87,NA,5.84,NA,NA,NA,0,100,5.26,NA,6.45,120.19,61.47,84.28,3.86,6.31,51.14,70.12,12.54,3.36,5.25,93.09,0,6.91,3.38,2.03,39,NA,78.61,359.96
291970,"Macarani","BA",2015,"[29197011] Serviço Autônomo de Água e Esgoto - SAAE","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,91.54,47.55,59.98,2.06,7.72,51.94,65.52,15.35,9.98,8.44,99.8,NA,0.2,5.11,5.11,37,0.34,106.31,155.23
291980,"Macaúbas","BA",2015,"[29198011] Serviço Autônomo de Água e Esgoto - SAAE; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29198040] Prefeitura Municipal de Macaúbas - PMM","Água; Água; Res Sólidos",6.38,18337.37,2.73,11.19,NA,116.95,100,0,7.62,NA,4.42,107.28,43.38,52.31,0.23,29.7,40.44,48.76,20.8,0.99,27.69,96.38,NA,3.62,2.32,2.32,72,0.52,92.05,356.85
291990,"Macururé","BA",2015,"[29199011] Prefeitura Municipal de Macururé - PMM; [29199040] Secretaria de Obra e Infraestrutura - SECINFRA","Água; Res Sólidos",3.37,15840,9.9,0,NA,53.46,100,0,NA,NA,NA,NA,NA,NA,NA,NA,84.78,84.78,0,0,15.22,NA,NA,NA,12.5,12.5,NA,0,0,80
291995,"Maetinga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29199540] Prefeitura Municipal de Maetinga - PMM","Água; Res Sólidos",3.38,23571.43,8.34,51.52,NA,79.67,100,0,0,NA,3.28,108.27,19.04,72.82,3.4,4.16,17.58,67.26,17.91,1.61,3.85,92.98,NA,7.02,0.68,0.68,26,0.39,90.54,381.66
292000,"Maiquinique","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,131.15,53.5,104.42,5.45,8.11,40.79,79.62,3.65,2.71,6.18,95.71,NA,4.29,1.14,1.14,68,0.25,72.34,447.92
292010,"Mairi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29201040] SECRETARIA DE INFRAESTRUTURA - SINFRA","Água; Res Sólidos",NA,NA,6.5,100,NA,175.23,NA,NA,NA,NA,1.82,112.09,32.78,68.38,3.79,5.89,29.25,61,15.93,8.98,5.26,95.52,NA,4.48,1.23,1.23,39,0.5,86.01,388.93
292020,"Malhada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,122.48,40.74,71.51,2.76,6.86,33.26,58.39,2.63,24.36,5.6,92.74,NA,7.26,2.23,2.23,37,0.37,81.64,255.08
292030,"Malhada de Pedras","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29203040] PREFEITIRA MUNICIPAL DE MALHADA DE PEDRAS - PMMP","Água; Res Sólidos",1.18,NA,2.53,NA,NA,NA,50,50,NA,NA,15.67,88.34,37.68,72.58,2.89,3.47,42.66,82.16,0.82,1.46,3.93,91.07,NA,8.93,1.64,1.64,106,0.4,98.57,317.09
292040,"Manoel Vitorino","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,134.93,22.91,82.27,3.86,8.85,16.98,60.97,23.29,1.73,6.56,94.33,NA,5.67,0.69,0.69,64,0.3,70.98,403.79
292050,"Maracás","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29205040] Prefeitura Municipal de Maracás - PMM","Água; Res Sólidos",3.34,18238.6,2.37,100,NA,60.84,0,100,3.51,NA,5.05,120.35,32.73,75.68,4.28,8.88,27.19,62.88,17.17,4.33,7.38,95.52,NA,4.48,0.89,0.89,38,0.3,77.09,487.06
292080,"Marcionílio Souza","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29208040] SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO - PMMS","Água; Res Sólidos",8.12,21881.98,3.86,0,NA,177.74,100,0,2.22,NA,1.11,142.72,74.19,111.75,3.58,6.45,51.98,78.3,5.71,4.51,4.52,95.24,NA,4.76,2.48,2.48,60,0.3,69.3,267.43
292105,"Matina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.86,79.45,28.53,60.95,2.99,7.42,35.91,76.71,0.24,0,9.34,86.26,NA,13.74,1.6,1.6,95,0.53,99.48,293.03
292120,"Miguel Calmon","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74,100.68,42.03,70.65,3.67,4.98,41.75,70.18,9.87,4.99,4.94,87.21,9.27,3.52,1.49,1.23,22,0.24,96.86,483.77
292130,"Milagres","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29213040] Prefeitura Municipal de Milagres - PMM","Água; Res Sólidos",NA,NA,10.14,54.38,NA,56.97,NA,NA,NA,NA,-16.98,124.6,42.63,80.88,2.9,5.39,34.22,64.91,18.86,3.88,4.33,94.13,NA,5.87,2.46,2.46,35,0.42,95.37,214.28
292140,"Mirangaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54,104.79,34.44,64.43,3.57,4.43,32.86,61.48,24.79,0.09,4.23,95.81,NA,4.19,0.97,0.97,21,0.29,90.05,553.47
292145,"Mirante","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29214540] PREFEITURA MUNICIPAL DE MIRANTE - PMM","Água; Res Sólidos",NA,NA,2.85,76.93,NA,349,NA,NA,NA,NA,3.07,120.01,24.6,95.03,3.6,4.43,20.5,79.18,5.99,2.94,3.69,96.01,NA,3.99,1.1,1.1,34,0.38,79.47,235.28
292150,"Monte Santo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29215040] Prefeitura Municipal de Monte Santo - PMMS","Água; Res Sólidos",3.35,104524.66,4.26,87.28,NA,350.3,48.39,51.61,NA,NA,-0.32,128.58,48.61,84.63,5.22,7.73,37.8,65.82,19.48,0.58,6.02,91.63,NA,8.37,1.63,1.63,60,0.25,78.3,351.76
292160,"Morpará","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29216040] Prefeitura Municipal de Morpará - PMM","Água; Res Sólidos",NA,NA,3.03,100,NA,76.04,NA,NA,NA,NA,1.42,140.94,66.21,113.81,5.39,8.54,46.98,80.75,4.32,1.11,6.06,96.75,NA,3.25,1.97,1.97,27,0.29,66.67,295.97
292170,"Morro do Chapéu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29217040] Prefeitura Municipal de Morro do Chapéu - PMMC","Água e Esgoto; Res Sólidos",2.88,NA,6.96,NA,NA,NA,49.18,50.82,3.28,NA,4.05,84.68,32.73,63.47,3.98,5.51,38.65,74.95,6.47,0.53,6.51,65.53,31.22,3.25,1.22,0.77,5,0.26,107.3,665.78
292180,"Mortugaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29218040] Prefeitura Municipal de Mortugaba - PMM","Água; Res Sólidos",6.96,13032,3.06,0,NA,90.76,100,0,2.44,NA,0.73,133.71,52.55,106.22,3.52,9.51,39.31,79.44,5.97,0.17,7.11,96.65,NA,3.35,1.75,1.75,25,0.32,73.08,282.96
292190,"Mucugê","BA",2015,"[29219011] Prefeitura Municipal de Mucugê - PMM; [29219040] Prefeitura Municipal de Mucugê - PMM","Água e Esgoto; Res Sólidos",10.83,13189.26,2.01,0,NA,142.9,100,0,9.09,NA,NA,NA,NA,NA,NA,NA,56.46,60.33,27.68,11.99,0,NA,NA,NA,13.47,9.42,NA,0.27,0,99.31
292205,"Mulungu do Morro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29220540] Secretaria Municipal de Infraestrutura e Serviços Públicos - SECINSP","Água; Res Sólidos",11.2,NA,2.31,NA,NA,NA,57.58,42.42,4.55,NA,-0.47,134.92,28.7,65.49,4.13,5.89,21.27,48.54,32.42,6.08,4.36,89.44,NA,10.56,0.91,0.91,24,0.29,78.58,480.07
292210,"Mundo Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29221040] Prefeitura Municipal de Mundo Novo - PMMN","Água; Res Sólidos",2.58,67482.64,8.63,100,NA,174.25,0,100,5.13,NA,2.11,118.48,50.32,80.95,4.03,5.72,42.47,68.33,12.89,5.62,4.83,95.71,NA,4.29,1.32,1.32,40,0.25,80.9,469.83
292225,"Muquém de São Francisco","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,194.82,28.65,100.76,3.67,5.8,14.7,51.72,35.84,2.48,2.98,67.17,28.54,4.29,1.3,0.85,39,1.18,49.81,335.06
292265,"Nordestina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29226540] PREFEITURA MUNICIPAL DE NORDESTINA - PMN","Água; Res Sólidos",3.79,13032,2.9,0,NA,49.39,100,0,6.25,NA,5.84,99.28,46.02,66.04,3.73,4.19,46.35,66.51,18.27,0.65,4.22,91.86,NA,8.14,1.75,1.75,33,0.19,96.21,399.19
292270,"Nova Canaã","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85,86.57,31.79,65.16,3.44,5.42,36.72,75.26,5.47,1.69,6.26,96.65,NA,3.35,0.79,0.79,25,0.26,114.09,619.98
292273,"Nova Fátima","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,78.39,29.97,55.81,3.89,6.7,38.23,71.2,1.72,5.94,8.55,96.2,NA,3.8,0.99,0.99,38,0.38,121.54,544.33
292280,"Nova Itarana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29228040] PREFEITURA MUNICIPAL DE NOVA ITARANA - PMNI","Água; Res Sólidos",14.5,19800,9.88,1.82,NA,287.05,97.73,2.27,2.27,NA,8.4,137.8,36.29,71.69,4.18,8.07,26.34,52.02,30.05,4.7,5.85,93.03,NA,6.97,0.75,0.75,76,0.48,67.44,677.92
292285,"Nova Redenção","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.22,159.8,67.23,118.21,3.62,7.39,42.07,73.97,9.32,5.85,4.62,94.91,NA,5.09,2.04,2.04,60,0.19,54.78,278.69
292290,"Nova Soure","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69,69.53,34.97,49.96,3.38,3.94,50.3,71.85,7.64,0.55,5.67,94.91,NA,5.09,1.1,1.1,48,0.25,130.51,636.21
292303,"Novo Horizonte","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,437.92,270.45,382.01,16.06,42.02,61.76,87.23,0.35,0.06,9.6,93.72,NA,6.28,14.08,14.08,0,NA,0,50.26
292305,"Novo Triunfo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29230540] PREFEITURA MUNICIPAL - PMNT","Água; Res Sólidos",7.53,11784,3.57,0,NA,88.68,100,0,3.33,NA,1.74,119.92,63.3,87.43,4.4,5.68,52.78,72.91,13.74,0.27,4.74,95.4,NA,4.6,1.55,1.55,21,0.29,80.22,466.36
292310,"Olindina","BA",2015,"[29231011] Prefeitura Municipal de Olindina - PMO; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29231040] SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS - SESUR","Esgoto; Água; Res Sólidos",3.64,31718.51,6.34,100,NA,115.48,0,100,4,NA,0.52,71.35,31.08,47.89,3.13,5.86,43.56,67.12,9.7,1.15,8.21,95.17,0,4.83,1.49,0.84,32,0.29,134.96,768.47
292320,"Oliveira dos Brejinhos","BA",2015,"[29232011] Sistema Autônomo de Água e Esgotos - SAAE; [29232040] Prefeitura Municipal de Oliveira dos Brejinhos - PMOB","Água; Res Sólidos",5.97,10858.54,1.28,0,NA,64.82,100,0,NA,NA,0,57.64,7.73,35.22,0,19.47,13.42,61.11,0.51,3.55,33.78,100,NA,0,0.68,0.68,286,NA,173.5,324.4
292335,"Ourolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.75,90.78,29.98,56.95,3.41,8.61,33.03,62.74,14.88,1.9,9.48,94.49,NA,5.51,1.21,1.21,39,0.26,125.7,436.61
292340,"Palmas de Monte Alto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29234040] Prefeitura Municipal de Palmas de Monte Alto - PMPMA","Água; Res Sólidos",NA,NA,12.37,NA,NA,NA,NA,NA,NA,NA,3.17,87.2,34.47,66.84,2.98,8.11,39.53,76.66,0.78,1.53,9.3,91.86,NA,8.14,1.53,1.53,29,0.42,113.39,336.12
292350,"Palmeiras","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.09,145.26,58.6,112.12,3.93,7.34,40.34,77.19,7.32,3.36,5.06,65.57,31.15,3.28,2.38,1.47,42,0.34,70.4,354.67
292360,"Paramirim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29236040] Secretaria Municipal de Infraestrutura - SMI","Água; Res Sólidos",NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,2.22,99.89,28.85,61.29,2.94,6.8,28.89,61.36,21.19,0.64,6.81,95.9,NA,4.1,1.63,1.63,44,0.55,96.55,288.64
292370,"Paratinga","BA",2015,"[29237040] Prefeitura Municipal de Paratinga - PMP","Res Sólidos",NA,NA,2.08,0,NA,103.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292380,"Paripiranga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29238040] PREFEITURA MUNICIPAL DE PARIPIRANGA - PMP","Água; Res Sólidos",4.88,NA,6.57,NA,NA,NA,42,58,NA,NA,4.77,113.23,52.1,83.22,3.91,6.04,46.02,73.5,11.51,0.95,5.34,95.65,NA,4.35,1.53,1.53,42,0.33,82.39,410.05
292400,"Paulo Afonso","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,65.42,26.53,47.25,2.45,3.57,40.55,72.23,5.43,1.31,5.45,78.75,18.1,3.15,1.6,1.24,32,0.25,139.61,452.02
292405,"Pé de Serra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,96.1,41.22,71.21,4.31,6.05,42.9,74.1,8.75,0.56,6.29,95.96,NA,4.04,1.62,1.62,35,0.3,96.24,357.78
292420,"Pedro Alexandre","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.53,107.5,29.95,60.87,3.61,4.7,27.86,56.62,17.82,0.28,4.37,95.03,NA,4.97,1.25,1.25,95,0.33,73.93,394.78
292430,"Piatã","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292440,"Pilão Arcado","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292450,"Pindaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29245040] Prefeitura Municipal de Pindai - PMP","Água; Res Sólidos",6.03,54637.25,4.23,100,NA,329.42,0,100,NA,NA,3.07,108.46,38.81,67.92,2.63,6.79,35.78,62.62,21.18,0.23,6.26,89.29,NA,10.71,2.26,2.26,33,0.28,95.56,252.66
292460,"Pindobaçu","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292465,"Pintadas","BA",2015,"[29246511] Prefeitura Municipal de Pintadas - PMP; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29246540] Prefeitura Municipal de Pintadas - PMP","Esgoto; Água; Res Sólidos",NA,NA,7.44,0,NA,155.21,NA,NA,NA,NA,0.81,82.09,31.22,55.56,3.5,4.67,38.04,67.69,13.34,1.32,5.69,96.13,0,3.87,1.84,1.15,32,0.3,116.04,488.52
292470,"Piripá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29247040] Prefeitura Municipal de Piripá - PMP","Água; Res Sólidos",NA,NA,2.72,NA,NA,NA,NA,NA,NA,NA,2.11,124.85,48.47,98.8,3.93,9.24,38.83,79.14,2.32,3.22,7.4,96.5,NA,3.5,1.48,1.48,41,0.34,76.55,331.56
292480,"Piritiba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76,112.48,42.85,67.79,3.83,5.92,38.1,60.26,20.47,5.19,5.26,95.65,NA,4.35,1.31,1.31,39,0.44,79.51,480.75
292490,"Planaltino","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29249040] Prefeitura Municipal de Planaltino - PMP","Água; Res Sólidos",14.07,18400,9.2,59.29,NA,258.89,14.55,85.45,7.27,NA,1.74,154.07,28.05,110.27,4.5,9.44,18.21,71.57,14.45,1.39,6.13,94.65,NA,5.35,0.74,0.74,33,0.37,63.73,344.1
292500,"Planalto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29250040] Prefeitura Municipal de Planalto - PMP","Água; Res Sólidos",6.12,24971.57,6.48,66.25,NA,152.84,83.84,16.16,3.03,NA,10.68,90.2,35.3,58.14,3.57,4.39,39.13,64.45,18.13,1.37,4.87,93.25,NA,6.75,1.13,1.13,64,0.33,98.57,539.56
292510,"Poções","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,77.75,30.34,57.96,3.22,4.37,39.02,74.55,4.84,2.36,5.62,96.03,NA,3.97,1.06,1.06,40,0.29,122.1,495.16
